mep_id,start_date,end_date,political_group
197843,02-07-2019,,Group of the European People's Party (Christian Democrats)
197419,02-07-2019,,Renew Europe Group
197662,02-07-2019,,Group of the European People's Party (Christian Democrats)
197546,02-07-2019,,Group of the Greens/European Free Alliance
28390,20-07-2004,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
28390,14-07-2009,23-07-2009,Group of the European People's Party (Christian Democrats)
28390,24-07-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
28390,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
28390,02-07-2019,,Group of the European People's Party (Christian Democrats)
58766,02-07-2019,07-03-2023,Renew Europe Group
58766,08-03-2023,12-12-2023,Group of the Greens/European Free Alliance
58766,13-12-2023,,Group of the Greens/European Free Alliance
213330,12-01-2021,04-03-2021,Group of the European People's Party (Christian Democrats)
213330,05-03-2021,,Non-attached Members
190713,30-11-2017,01-07-2019,Group of the European People's Party (Christian Democrats)
190713,02-07-2019,,Group of the European People's Party (Christian Democrats)
250235,16-11-2023,,Group of the European People's Party (Christian Democrats)
197449,02-07-2019,,Group of the Greens/European Free Alliance
197628,02-07-2019,,Identity and Democracy Group
124837,01-07-2014,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
124837,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197403,02-07-2019,15-12-2021,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197403,16-12-2021,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197634,02-07-2019,15-12-2021,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197634,16-12-2021,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197845,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
221463,01-07-2021,05-07-2021,European Conservatives and Reformists Group
221463,06-07-2021,,European Conservatives and Reformists Group
197537,02-07-2019,,European Conservatives and Reformists Group
238639,11-10-2022,,European Conservatives and Reformists Group
124996,01-07-2014,15-10-2014,Europe of Freedom and Direct Democracy Group
124996,16-10-2014,19-10-2014,Non-attached Members
124996,20-10-2014,02-07-2018,Europe of Freedom and Direct Democracy Group
124996,03-07-2018,03-07-2018,European Conservatives and Reformists Group
124996,04-07-2018,01-07-2019,European Conservatives and Reformists Group
124996,02-07-2019,04-04-2022,European Conservatives and Reformists Group
124996,05-04-2022,,European Conservatives and Reformists Group
126644,02-07-2019,12-09-2022,Renew Europe Group
126644,13-09-2022,,Renew Europe Group
197655,02-07-2019,12-05-2020,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197655,13-05-2020,13-05-2020,European Conservatives and Reformists Group
197655,14-05-2020,,European Conservatives and Reformists Group
96796,14-07-2009,15-07-2009,European Conservatives and Reformists Group
96796,16-07-2009,08-03-2011,European Conservatives and Reformists Group
96796,09-03-2011,05-07-2011,European Conservatives and Reformists Group
96796,06-07-2011,30-06-2014,European Conservatives and Reformists Group
96796,01-07-2014,12-12-2016,European Conservatives and Reformists Group
96796,13-12-2016,04-07-2017,European Conservatives and Reformists Group
96796,05-07-2017,01-07-2019,European Conservatives and Reformists Group
96796,02-07-2019,12-10-2022,European Conservatives and Reformists Group
96796,13-10-2022,13-02-2023,European Conservatives and Reformists Group
96796,14-02-2023,,European Conservatives and Reformists Group
197495,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
124771,01-07-2014,14-06-2015,Non-attached Members
124771,15-06-2015,01-07-2019,Europe of Nations and Freedom Group
124771,02-07-2019,,Identity and Democracy Group
96779,14-07-2009,20-07-2009,Group of the European People's Party (Christian Democrats)
96779,21-07-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
96779,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
96779,02-07-2019,,Group of the European People's Party (Christian Democrats)
125046,01-07-2014,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
125046,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197445,02-07-2019,,Renew Europe Group
254721,02-04-2024,,Group of the European People's Party (Christian Democrats)
197654,02-07-2019,,Group of the Greens/European Free Alliance
96681,14-07-2009,30-06-2014,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96681,01-07-2014,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96681,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
1909,19-07-1994,19-07-1999,Group of the Party of European Socialists
1909,20-07-1999,19-07-2004,Group of the Party of European Socialists
1909,14-07-2009,30-06-2014,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
1909,01-07-2014,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
1909,02-07-2019,14-12-2021,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
1909,15-12-2021,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197466,02-07-2019,,Group of the Greens/European Free Alliance
24594,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
24594,02-07-2019,,Group of the European People's Party (Christian Democrats)
218349,15-04-2021,18-04-2021,Non-attached Members
218349,19-04-2021,,European Conservatives and Reformists Group
96791,14-07-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
96791,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
96791,02-07-2019,,Group of the European People's Party (Christian Democrats)
197438,02-07-2019,,Non-attached Members
197695,02-07-2019,,Group of the European People's Party (Christian Democrats)
96709,14-07-2009,30-06-2014,Group of the Alliance of Liberals and Democrats for Europe
96709,03-03-2016,31-01-2017,Group of the Alliance of Liberals and Democrats for Europe
96709,01-02-2017,01-07-2019,Group of the Alliance of Liberals and Democrats for Europe
96709,02-07-2019,,Renew Europe Group
23816,18-04-2003,30-04-2004,Group of the European People's Party (Christian Democrats) and European Democrats
23816,01-05-2004,19-07-2004,Group of the European People's Party (Christian Democrats) and European Democrats
23816,20-07-2004,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
23816,14-07-2009,15-06-2010,Group of the European People's Party (Christian Democrats)
23816,16-06-2010,30-06-2014,Group of the European People's Party (Christian Democrats)
23816,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
23816,02-07-2019,04-03-2021,Group of the European People's Party (Christian Democrats)
23816,05-03-2021,,Non-attached Members
197566,02-07-2019,,European Conservatives and Reformists Group
197840,02-07-2019,24-01-2022,Group of the European People's Party (Christian Democrats)
197840,25-01-2022,,Group of the European People's Party (Christian Democrats)
124806,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
124806,02-07-2019,,Group of the European People's Party (Christian Democrats)
197457,02-07-2019,,Group of the Greens/European Free Alliance
197425,02-07-2019,,Group of the European People's Party (Christian Democrats)
124708,01-07-2014,01-07-2019,Group of the Alliance of Liberals and Democrats for Europe
124708,02-07-2019,,Renew Europe Group
197699,02-07-2019,17-12-2020,Group of the European United Left
197699,18-12-2020,,The Left group in the European Parliament
204346,01-02-2020,20-02-2024,European Conservatives and Reformists Group
204346,21-02-2024,,European Conservatives and Reformists Group
239257,02-11-2022,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
125001,01-07-2014,14-06-2015,Non-attached Members
125001,15-06-2015,15-06-2015,Europe of Nations and Freedom Group
125001,16-06-2015,01-07-2019,Europe of Nations and Freedom Group
125001,02-07-2019,,Identity and Democracy Group
96771,14-07-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
96771,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
96771,02-07-2019,,Group of the European People's Party (Christian Democrats)
124877,01-07-2014,01-07-2019,European Conservatives and Reformists Group
124877,02-07-2019,,European Conservatives and Reformists Group
197435,02-07-2019,15-12-2021,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197435,16-12-2021,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
120478,05-09-2013,30-06-2014,Confederal Group of the European United Left
120478,01-07-2014,01-07-2019,Confederal Group of the European United Left
120478,02-07-2019,17-12-2020,Group of the European United Left
120478,18-12-2020,,The Left group in the European Parliament
197398,02-07-2019,,Group of the Greens/European Free Alliance
204414,01-02-2020,,European Conservatives and Reformists Group
197835,02-07-2019,,Group of the European People's Party (Christian Democrats)
197670,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96711,14-07-2009,15-05-2012,Group of the Greens/European Free Alliance
96711,03-05-2014,30-06-2014,Group of the Greens/European Free Alliance
96711,02-07-2019,,Renew Europe Group
183793,07-07-2016,01-07-2019,Europe of Nations and Freedom Group
183793,02-07-2019,,Identity and Democracy Group
193292,20-06-2018,01-07-2019,Group of the Greens/European Free Alliance
193292,02-07-2019,,Group of the Greens/European Free Alliance
197828,02-07-2019,17-12-2020,Group of the European United Left
197828,18-12-2020,,The Left group in the European Parliament
197459,02-07-2019,,Group of the Greens/European Free Alliance
197822,02-07-2019,05-10-2021,Identity and Democracy Group
197822,06-10-2021,,Non-attached Members
249285,24-09-2023,,Group of the Greens/European Free Alliance
197547,02-07-2019,,Renew Europe Group
197390,02-07-2019,,Group of the European People's Party (Christian Democrats)
134605,02-07-2019,,Renew Europe Group
197785,02-07-2019,17-12-2020,Group of the European United Left
197785,18-12-2020,,The Left group in the European Parliament
38420,24-04-2007,09-12-2007,Group of the Alliance of Liberals and Democrats for Europe
38420,10-12-2007,13-07-2009,Group of the Alliance of Liberals and Democrats for Europe
38420,14-07-2009,27-06-2013,Group of the Alliance of Liberals and Democrats for Europe
38420,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
38420,02-07-2019,,Group of the European People's Party (Christian Democrats)
183338,07-06-2016,01-07-2019,Group of the Greens/European Free Alliance
183338,01-02-2020,,Group of the Greens/European Free Alliance
197493,02-07-2019,,Identity and Democracy Group
197825,02-07-2019,,European Conservatives and Reformists Group
197433,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197648,02-07-2019,,Group of the European People's Party (Christian Democrats)
197646,02-07-2019,,Group of the European People's Party (Christian Democrats)
204332,01-02-2020,,Renew Europe Group
218347,15-04-2021,20-04-2021,Non-attached Members
218347,21-04-2021,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197826,02-07-2019,,Identity and Democracy Group
244571,03-05-2023,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197391,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197738,02-07-2019,16-04-2024,Group of the European People's Party (Christian Democrats)
197738,17-04-2024,,Group of the European People's Party (Christian Democrats)
124873,01-07-2014,15-01-2017,European Conservatives and Reformists Group
124873,16-01-2017,28-02-2018,European Conservatives and Reformists Group
124873,01-03-2018,01-07-2019,European Conservatives and Reformists Group
124873,02-07-2019,,European Conservatives and Reformists Group
197616,02-07-2019,,Identity and Democracy Group
236050,29-07-2022,,Identity and Democracy Group
28586,20-07-2004,13-07-2009,Confederal Group of the European United Left
28586,01-07-2014,14-12-2015,Confederal Group of the European United Left
28586,15-12-2015,11-01-2017,Confederal Group of the European United Left
28586,12-01-2017,01-07-2019,Confederal Group of the European United Left
28586,02-07-2019,17-12-2020,Group of the European United Left
28586,18-12-2020,,The Left group in the European Parliament
197657,02-07-2019,22-02-2024,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197657,23-02-2024,,Non-attached Members
197415,02-07-2019,17-12-2020,Group of the European United Left
197415,18-12-2020,,The Left group in the European Parliament
197422,02-07-2019,,Group of the European People's Party (Christian Democrats)
197894,02-07-2019,04-03-2021,Group of the European People's Party (Christian Democrats)
197894,05-03-2021,,Non-attached Members
197452,02-07-2019,,Renew Europe Group
197682,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197778,02-07-2019,,Group of the European People's Party (Christian Democrats)
236053,29-07-2022,,The Left group in the European Parliament
125021,01-07-2014,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
125021,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
183916,02-07-2019,09-11-2022,Group of the Greens/European Free Alliance
183916,10-11-2022,,Group of the Greens/European Free Alliance
96653,14-07-2009,30-06-2014,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96653,30-12-2022,17-10-2023,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96653,18-10-2023,,Non-attached Members
197787,02-07-2019,,Identity and Democracy Group
197796,02-07-2019,,Identity and Democracy Group
96725,14-07-2009,20-11-2012,Group of the Greens/European Free Alliance
96725,21-11-2012,30-06-2014,Group of the Greens/European Free Alliance
96725,01-07-2014,01-07-2019,Group of the Greens/European Free Alliance
96725,02-07-2019,,Group of the Greens/European Free Alliance
204416,01-02-2020,,Renew Europe Group
197447,02-07-2019,,Renew Europe Group
188945,24-07-2017,01-07-2019,Group of the European People's Party (Christian Democrats)
188945,02-07-2019,,Group of the European People's Party (Christian Democrats)
197786,02-07-2019,,Identity and Democracy Group
125043,01-07-2014,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
125043,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
243979,06-04-2023,19-04-2023,Non-attached Members
243979,20-04-2023,,Group of the European People's Party (Christian Democrats)
197473,02-07-2019,,Group of the European People's Party (Christian Democrats)
28161,20-07-2004,13-07-2009,Group of the Greens/European Free Alliance
28161,14-07-2009,30-06-2014,Group of the Greens/European Free Alliance
28161,01-07-2014,01-07-2019,Group of the Greens/European Free Alliance
28161,02-07-2019,,Group of the Greens/European Free Alliance
124852,01-07-2014,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
124852,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197720,02-07-2019,23-03-2021,Group of the European People's Party (Christian Democrats)
197720,24-03-2021,,Group of the European People's Party (Christian Democrats)
96891,14-07-2009,30-06-2014,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96891,01-07-2014,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96891,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96734,14-07-2009,30-06-2014,Group of the Greens/European Free Alliance
96734,01-07-2014,13-12-2016,Group of the Greens/European Free Alliance
96734,14-12-2016,01-07-2019,Group of the Greens/European Free Alliance
96734,02-07-2019,13-09-2022,Group of the Greens/European Free Alliance
96734,14-09-2022,,Group of the Greens/European Free Alliance
125004,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
125004,02-07-2019,,Group of the European People's Party (Christian Democrats)
247735,06-09-2023,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197765,02-07-2019,,Group of the European People's Party (Christian Democrats)
40599,04-04-2008,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
40599,14-07-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
40599,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
40599,02-07-2019,,Group of the European People's Party (Christian Democrats)
1892,11-01-1994,18-07-1994,Liberal and Democratic Reformist Group
1892,15-09-1998,19-07-1999,Group of the European People's Party (Christian-Democratic Group)
1892,20-07-1999,19-07-2004,Group of the European People's Party (Christian Democrats) and European Democrats
1892,20-07-2004,13-11-2004,Group of the European People's Party (Christian Democrats) and European Democrats
1892,14-11-2004,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
1892,14-07-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
1892,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
1892,07-07-2023,,Group of the European People's Party (Christian Democrats)
96776,14-07-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
96776,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
96776,02-07-2019,09-11-2021,Group of the European People's Party (Christian Democrats)
96776,10-11-2021,,Renew Europe Group
197448,02-07-2019,,Group of the Greens/European Free Alliance
24942,01-01-2012,09-07-2013,Group of the Greens/European Free Alliance
24942,28-02-2018,01-03-2018,Confederal Group of the European United Left
24942,02-03-2018,01-07-2019,Group of the Greens/European Free Alliance
24942,05-09-2022,,Group of the Greens/European Free Alliance
197668,02-07-2019,,Renew Europe Group
198176,02-07-2019,,Identity and Democracy Group
185619,14-11-2016,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
185619,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
23781,23-04-2003,30-04-2004,Group of the European People's Party (Christian Democrats) and European Democrats
23781,01-05-2004,19-07-2004,Group of the European People's Party (Christian Democrats) and European Democrats
23781,20-07-2004,30-08-2004,Group of the European People's Party (Christian Democrats) and European Democrats
23781,31-08-2004,14-02-2007,Group of the European People's Party (Christian Democrats) and European Democrats
23781,15-02-2007,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
23781,14-07-2009,09-02-2010,Group of the European People's Party (Christian Democrats)
23781,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
23781,02-07-2019,,Group of the European People's Party (Christian Democrats)
124760,01-07-2014,14-06-2015,Non-attached Members
124760,15-06-2015,11-09-2017,Europe of Nations and Freedom Group
124760,12-09-2017,01-07-2019,Europe of Nations and Freedom Group
124760,02-07-2019,15-02-2022,Identity and Democracy Group
124760,16-02-2022,06-02-2024,Non-attached Members
124760,07-02-2024,,European Conservatives and Reformists Group
28340,20-07-2004,13-07-2009,Group of the Alliance of Liberals and Democrats for Europe
28340,14-07-2009,05-10-2010,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
28340,06-10-2010,18-01-2012,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
28340,19-01-2012,30-06-2014,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
28340,01-07-2014,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
28340,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197504,02-07-2019,,Renew Europe Group
197527,02-07-2019,17-12-2020,Group of the European United Left
197527,18-12-2020,,The Left group in the European Parliament
124713,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
124713,02-07-2019,,Group of the European People's Party (Christian Democrats)
197731,02-07-2019,17-12-2020,Group of the European United Left
197731,18-12-2020,,The Left group in the European Parliament
28229,20-07-2004,14-02-2007,Group of the European People's Party (Christian Democrats) and European Democrats
28229,15-02-2007,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
28229,14-07-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
28229,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
28229,02-07-2019,,Group of the European People's Party (Christian Democrats)
197795,02-07-2019,,Non-attached Members
197626,02-07-2019,09-11-2022,Identity and Democracy Group
197626,10-11-2022,,Non-attached Members
197788,02-07-2019,,Identity and Democracy Group
190774,01-12-2017,01-07-2019,Group of the European People's Party (Christian Democrats)
190774,02-07-2019,,Group of the European People's Party (Christian Democrats)
125109,01-07-2014,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
125109,02-07-2019,08-12-2022,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
125109,09-12-2022,,Non-attached Members
249284,24-09-2023,,Group of the European People's Party (Christian Democrats)
197539,02-07-2019,,Group of the Greens/European Free Alliance
197595,02-07-2019,,Renew Europe Group
122978,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197480,02-07-2019,22-05-2024,Identity and Democracy Group
197480,23-05-2024,,Non-attached Members
254722,02-04-2024,,Group of the European People's Party (Christian Democrats)
124973,01-07-2014,14-06-2015,Non-attached Members
124973,15-06-2015,15-06-2015,Europe of Nations and Freedom Group
124973,16-06-2015,31-12-2017,Europe of Nations and Freedom Group
124973,01-01-2018,01-07-2019,Europe of Nations and Freedom Group
124973,02-07-2019,,Identity and Democracy Group
254718,26-03-2024,,The Left group in the European Parliament
197528,02-07-2019,,Renew Europe Group
250538,29-11-2023,,European Conservatives and Reformists Group
197564,02-07-2019,12-12-2023,Identity and Democracy Group
197564,13-12-2023,,Non-attached Members
2054,01-01-1995,10-11-1996,The Green Group in the European Parliament
2054,11-11-1996,28-01-1997,The Green Group in the European Parliament
2054,29-01-1997,19-07-1999,The Green Group in the European Parliament
2054,20-07-1999,07-01-2002,Group of the Greens/European Free Alliance
2054,08-01-2002,25-03-2003,Group of the Greens/European Free Alliance
2054,14-07-2009,21-06-2011,Group of the Greens/European Free Alliance
2054,01-07-2014,14-11-2017,Group of the Greens/European Free Alliance
2054,15-11-2017,01-07-2019,Group of the Greens/European Free Alliance
2054,02-07-2019,,Group of the Greens/European Free Alliance
197530,02-07-2019,,European Conservatives and Reformists Group
96668,14-07-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
96668,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
96668,02-07-2019,,Group of the European People's Party (Christian Democrats)
197808,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
112744,01-04-2012,30-06-2013,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
112744,01-07-2013,30-06-2014,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
112744,01-07-2014,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
112744,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
2341,23-04-1999,19-07-1999,Group of the European People's Party (Christian-Democratic Group)
2341,20-07-1999,19-07-2004,Group of the European People's Party (Christian Democrats) and European Democrats
2341,20-07-2004,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
2341,14-07-2009,23-07-2009,Group of the European People's Party (Christian Democrats)
2341,24-07-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
2341,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
2341,02-07-2019,,Group of the European People's Party (Christian Democrats)
197577,02-07-2019,,Renew Europe Group
197709,02-07-2019,19-04-2021,European Conservatives and Reformists Group
197709,20-04-2021,,European Conservatives and Reformists Group
125064,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
125064,02-07-2019,,Group of the European People's Party (Christian Democrats)
72779,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
72779,02-07-2019,,Group of the European People's Party (Christian Democrats)
197511,02-07-2019,08-03-2022,Group of the Greens/European Free Alliance
197511,09-03-2022,,Renew Europe Group
197553,02-07-2019,20-11-2019,European Conservatives and Reformists Group
197553,21-11-2019,09-03-2020,European Conservatives and Reformists Group
197553,10-03-2020,,European Conservatives and Reformists Group
197522,02-07-2019,23-03-2021,Renew Europe Group
197522,24-03-2021,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197580,02-07-2019,,Identity and Democracy Group
197776,02-07-2019,,European Conservatives and Reformists Group
197783,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
4344,20-07-1999,31-03-2004,Group of the Party of European Socialists
4344,02-07-2019,,Renew Europe Group
197439,02-07-2019,,Group of the Greens/European Free Alliance
202073,10-12-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
204334,01-02-2020,22-02-2021,Identity and Democracy Group
204334,23-02-2021,,European Conservatives and Reformists Group
197632,02-07-2019,,Renew Europe Group
4746,21-07-1999,21-07-1999,Non-attached
4746,22-07-1999,19-07-2004,Union for Europe of the Nations Group
4746,20-07-2004,13-07-2009,Union for Europe of the Nations Group
4746,14-07-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
4746,01-02-2020,,European Conservatives and Reformists Group
197556,02-07-2019,,Identity and Democracy Group
197754,02-07-2019,17-12-2020,Group of the European United Left
197754,18-12-2020,,The Left group in the European Parliament
197779,02-07-2019,,Renew Europe Group
197820,02-07-2019,13-02-2023,European Conservatives and Reformists Group
197820,14-02-2023,,European Conservatives and Reformists Group
197870,02-07-2019,,Group of the Greens/European Free Alliance
197584,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197611,02-07-2019,,Identity and Democracy Group
197772,02-07-2019,,Group of the Greens/European Free Alliance
197773,02-07-2019,,European Conservatives and Reformists Group
124770,01-07-2014,14-06-2015,Non-attached Members
124770,15-06-2015,01-07-2019,Europe of Nations and Freedom Group
124770,02-07-2019,,Identity and Democracy Group
112611,01-03-2012,30-06-2014,Group of the European People's Party (Christian Democrats)
112611,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
112611,02-07-2019,,Group of the European People's Party (Christian Democrats)
236052,29-07-2022,,Identity and Democracy Group
197505,02-07-2019,,Renew Europe Group
124726,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
124726,02-07-2019,,Group of the European People's Party (Christian Democrats)
28269,20-07-2004,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
28269,14-07-2009,20-07-2009,Group of the European People's Party (Christian Democrats)
28269,21-07-2009,02-02-2012,Group of the European People's Party (Christian Democrats)
28269,03-02-2012,30-06-2014,Group of the European People's Party (Christian Democrats)
28269,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
28269,02-07-2019,,Group of the European People's Party (Christian Democrats)
124777,01-07-2014,15-10-2014,Europe of Freedom and Direct Democracy Group
124777,16-10-2014,19-10-2014,Non-attached Members
124777,20-10-2014,01-07-2019,Europe of Freedom and Direct Democracy Group
124777,02-07-2019,,Non-attached Members
125065,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
125065,02-07-2019,,Group of the European People's Party (Christian Democrats)
112747,01-04-2012,30-06-2013,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
112747,01-02-2020,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197394,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197426,02-07-2019,,Group of the European People's Party (Christian Democrats)
96747,14-07-2009,20-07-2009,Group of the European People's Party (Christian Democrats)
96747,21-07-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
96747,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
96747,02-07-2019,,Group of the European People's Party (Christian Democrats)
124700,01-07-2014,01-07-2019,Group of the Alliance of Liberals and Democrats for Europe
124700,02-07-2019,,Renew Europe Group
233862,18-05-2022,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
28122,20-07-2004,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
28122,14-07-2009,21-05-2013,Group of the European People's Party (Christian Democrats)
28122,22-05-2013,30-06-2014,Group of the European People's Party (Christian Democrats)
28122,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
28122,02-07-2019,,Group of the European People's Party (Christian Democrats)
189065,21-07-2017,01-07-2019,Europe of Nations and Freedom Group
189065,02-07-2019,,Identity and Democracy Group
124785,01-07-2014,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
124785,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197734,02-07-2019,,Non-attached Members
124866,01-07-2014,01-07-2019,Group of the Alliance of Liberals and Democrats for Europe
124866,02-07-2019,,Renew Europe Group
28346,20-07-2004,24-05-2005,Socialist Group in the European Parliament
28346,01-07-2014,16-04-2018,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
28346,17-04-2018,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
28346,06-04-2023,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197586,02-07-2019,02-10-2023,Identity and Democracy Group
197586,03-10-2023,18-10-2023,Non-attached Members
197586,19-10-2023,,Group of the European People's Party (Christian Democrats)
106936,02-07-2019,,Group of the Greens/European Free Alliance
197675,02-07-2019,,Group of the Greens/European Free Alliance
101039,02-07-2019,,Identity and Democracy Group
197606,02-07-2019,,Group of the European People's Party (Christian Democrats)
123562,02-07-2019,04-04-2022,European Conservatives and Reformists Group
