mep_id,start_date,end_date,political_group
96885,02-07-2019,,Renew Europe Group
1981,19-07-1994,31-07-1997,Group of the Party of European Socialists
28251,20-07-2004,13-07-2009,Socialist Group in the European Parliament
28251,14-07-2009,23-06-2015,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197572,02-07-2019,,European Conservatives and Reformists Group
191510,02-02-2018,01-07-2019,Europe of Nations and Freedom Group
1275,17-07-1979,23-07-1984,Group for the Technical Coordination and Defence of Independent Groups and Members
1275,24-07-1984,24-07-1989,Rainbow Group
1275,25-07-1989,18-07-1994,Rainbow Group in the European Parliament
1275,19-07-1994,10-11-1996,Europe of Nations Group (Coordination Group)
1275,11-11-1996,12-01-1997,Non-attached
1275,13-01-1997,19-07-1999,Group of Independents for a Europe of Nations
1275,20-07-1999,19-07-2004,Group for a Europe of Democracies and Diversities
1275,20-07-2004,08-05-2008,Independence/Democracy Group
711,17-07-1979,23-07-1984,Socialist Group
1216,25-07-1989,01-08-1990,Socialist Group
2106,19-07-1994,04-07-1995,Group of the European Democratic Alliance
2106,05-07-1995,19-07-1999,Group Union for Europe
2106,20-07-1999,19-07-2004,Union for Europe of the Nations Group
1618,24-07-1984,30-10-1986,Group of the European People's Party (Christian-Democratic Group)
96836,14-07-2009,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
1691,17-07-1979,24-07-1989,Communist and Allies Group
1625,28-01-1985,24-07-1989,Socialist Group
96817,14-07-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
23890,23-04-2003,19-07-2004,Group of the Party of European Socialists
254720,02-04-2024,,Group of the European People's Party (Christian Democrats)
1259,17-07-1979,18-07-1994,Group of the European People's Party (Christian-Democratic Group)
1393,17-07-1979,30-04-1992,European Democratic Group
1393,01-05-1992,18-07-1994,Group of the European People's Party (Christian-Democratic Group)
1564,24-07-1984,24-07-1989,Group of the European People's Party (Christian-Democratic Group)
39320,01-10-2007,06-07-2009,Independence/Democracy Group
4327,20-07-1999,19-07-2004,Group of the Party of European Socialists
4327,20-07-2004,28-08-2007,Socialist Group in the European Parliament
28386,20-07-2004,13-07-2009,Group of the Alliance of Liberals and Democrats for Europe
863,17-07-1979,23-07-1984,Group of European Progressive Democrats
124785,01-07-2014,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197792,02-07-2019,24-01-2023,Non-attached Members
197792,25-01-2023,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
4325,20-07-1999,01-04-2004,Group of the European People's Party (Christian Democrats) and European Democrats
1863,17-03-1992,18-07-1994,Group of the European People's Party (Christian-Democratic Group)
1926,19-07-1994,19-07-2004,"Group of the European Liberal, Democrat and Reform Party"
1926,20-07-2004,13-07-2009,Group of the Alliance of Liberals and Democrats for Europe
197439,02-07-2019,,Group of the Greens/European Free Alliance
197840,02-07-2019,,Group of the European People's Party (Christian Democrats)
848,17-07-1979,23-07-1984,Non-attached
24029,16-06-2003,19-07-2004,Non-attached
24029,20-07-2004,14-01-2007,Non-attached Members
24029,15-01-2007,13-11-2007,"Identity, Tradition and Sovereignty Group"
24029,14-11-2007,13-07-2009,Non-attached Members
1273,25-07-1989,18-07-1994,Group of the European People's Party (Christian-Democratic Group)
118709,12-04-2013,30-06-2014,Group of the European People's Party (Christian Democrats)
2166,19-07-1994,04-07-1995,Group of the European Democratic Alliance
2166,05-07-1995,19-07-1999,Group Union for Europe
125043,01-07-2014,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
197624,02-07-2019,,Renew Europe Group
124836,01-07-2014,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
1486,17-07-1979,24-07-1989,Socialist Group
124527,01-05-2014,30-06-2014,Group of the European People's Party (Christian Democrats)
33994,26-09-2005,09-12-2007,Socialist Group in the European Parliament
1438,12-04-1989,24-07-1989,Group of the European Democratic Alliance
2068,01-01-1995,19-07-2004,"Group of the European Liberal, Democrat and Reform Party"
197614,02-07-2019,12-10-2022,Identity and Democracy Group
124767,01-07-2014,14-06-2015,Non-attached Members
124767,15-06-2015,01-02-2018,Europe of Nations and Freedom Group
96988,14-07-2009,30-06-2014,Confederal Group of the European United Left
1751,01-07-1986,28-10-1987,Group of the European Democratic Alliance
33991,26-09-2005,02-04-2007,Group of the Alliance of Liberals and Democrats for Europe
33991,04-09-2013,10-06-2014,Group of the Alliance of Liberals and Democrats for Europe
96977,14-07-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
21817,14-06-2001,02-10-2001,Technical Group of Independent Members
21817,03-10-2001,19-07-2004,Non-attached
21817,21-07-2004,26-04-2006,Independence/Democracy Group
21817,27-04-2006,12-12-2006,Non-attached Members
21817,13-12-2006,13-07-2009,Union for Europe of the Nations Group
21817,14-07-2009,02-06-2013,Europe of freedom and democracy Group
21817,03-06-2013,14-06-2015,Non-attached Members
21817,15-06-2015,01-07-2019,Europe of Nations and Freedom Group
23758,23-04-2003,19-07-2004,Group of the Party of European Socialists
124741,01-07-2014,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
28583,20-07-2004,13-10-2009,Confederal Group of the European United Left
23729,17-04-2003,19-07-2004,Confederal Group of the European United Left/Nordic Green Left
28208,20-07-2004,01-07-2019,Group of the Alliance of Liberals and Democrats for Europe
2023,19-07-1994,05-01-1995,Confederal Group of the European United Left
2023,06-01-1995,19-07-2004,Confederal Group of the European United Left/Nordic Green Left
2023,20-07-2004,27-04-2006,Confederal Group of the European United Left
124948,01-07-2014,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
28377,20-07-2004,13-07-2009,Socialist Group in the European Parliament
28377,14-07-2009,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
984,25-07-1989,18-07-1994,Liberal and Democratic Reformist Group
1799,24-07-1984,24-07-1989,Rainbow Group
188624,29-06-2017,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
28174,20-07-2004,13-07-2009,Socialist Group in the European Parliament
28174,14-07-2009,30-06-2014,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96719,14-07-2009,30-06-2014,European Conservatives and Reformists Group
23709,23-04-2003,19-07-2004,Group of the Party of European Socialists
2088,01-01-1995,19-07-1999,Group of the Party of European Socialists
96818,14-07-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
1663,24-07-1984,24-07-1989,Socialist Group
96925,14-07-2009,30-06-2014,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
29073,20-07-2004,13-07-2009,Union for Europe of the Nations Group
28322,20-07-2004,31-03-2008,Socialist Group in the European Parliament
28313,20-07-2004,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
28313,14-07-2009,29-02-2012,Group of the European People's Party (Christian Democrats)
1067,25-07-1989,18-07-1994,Rainbow Group in the European Parliament
1067,19-07-1994,10-11-1996,Europe of Nations Group (Coordination Group)
1067,11-11-1996,12-01-1997,Non-attached
1067,13-01-1997,19-07-1999,Group of Independents for a Europe of Nations
1067,20-07-1999,19-07-2004,Group for a Europe of Democracies and Diversities
2189,19-07-1994,04-07-1995,Forza Europa Group
2189,05-07-1995,19-09-1995,Group Union for Europe
2189,20-09-1995,19-07-1999,Group of the European People's Party (Christian-Democratic Group)
2189,20-07-1999,02-07-2001,Group of the European People's Party (Christian Democrats) and European Democrats
968,17-07-1979,14-04-1980,Group of the European People's Party (Christian-Democratic Group)
968,25-07-1989,01-08-1992,Group of the European People's Party (Christian-Democratic Group)
2169,19-07-1994,19-07-1999,Group of the Party of European Socialists
743,25-04-1983,23-07-1984,Group of European Progressive Democrats
26190,11-02-2004,19-07-2004,Group of the Greens/European Free Alliance
28330,20-07-2004,15-12-2013,Confederal Group of the European United Left
197427,02-07-2019,,Group of the European People's Party (Christian Democrats)
2048,01-01-1995,19-07-2004,Group of the Party of European Socialists
2048,20-07-2004,13-07-2009,Socialist Group in the European Parliament
28979,20-07-2004,13-07-2009,Confederal Group of the European United Left
197637,02-07-2019,,Group of the European People's Party (Christian Democrats)
1118,17-07-1979,04-08-1983,Socialist Group
1118,25-07-1989,30-04-1992,Socialist Group
1282,25-07-1989,19-07-1999,Group of the European People's Party (Christian-Democratic Group)
1282,20-07-1999,19-07-2004,Group of the European People's Party (Christian Democrats) and European Democrats
124759,01-07-2014,12-05-2016,Group of the European People's Party (Christian Democrats)
1633,17-07-1979,24-07-1989,Group of the European People's Party (Christian-Democratic Group)
247709,05-09-2023,13-09-2023,Non-attached Members
247709,14-09-2023,,Group of the European People's Party (Christian Democrats)
134605,02-07-2019,,Renew Europe Group
97137,14-07-2009,17-05-2017,Group of the Alliance of Liberals and Democrats for Europe
197483,02-07-2019,22-05-2024,Identity and Democracy Group
197483,23-05-2024,,Non-attached Members
37488,01-12-2006,05-06-2007,Group of the European People's Party (Christian Democrats) and European Democrats
4533,20-07-1999,19-07-2004,Group of the Party of European Socialists
4533,20-07-2004,13-07-2009,Socialist Group in the European Parliament
4533,01-07-2014,31-01-2020,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
28123,20-07-2004,13-07-2009,Socialist Group in the European Parliament
28123,14-07-2009,12-03-2013,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
99461,02-07-2019,31-01-2020,Non-attached Members
1578,03-07-1987,24-07-1989,Socialist Group
4554,20-07-1999,19-07-2004,"Group of the European Liberal, Democrat and Reform Party"
4554,20-07-2004,30-06-2014,Group of the Alliance of Liberals and Democrats for Europe
4554,02-07-2019,31-01-2020,Renew Europe Group
113891,16-05-2012,02-05-2014,Group of the Greens/European Free Alliance
97133,14-07-2009,30-06-2014,European Conservatives and Reformists Group
97133,02-07-2019,30-03-2021,European Conservatives and Reformists Group
125706,01-07-2014,,Group of the European People's Party (Christian Democrats)
837,02-03-1984,23-07-1984,Socialist Group
95281,21-01-2009,13-07-2009,Socialist Group in the European Parliament
95281,14-07-2009,28-01-2018,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96810,14-07-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
96810,02-07-2019,,European Conservatives and Reformists Group
125019,01-07-2014,25-10-2017,Group of the Alliance of Liberals and Democrats for Europe
5565,15-09-1999,02-06-2005,Group of the European People's Party (Christian Democrats) and European Democrats
5565,24-03-2011,,Group of the European People's Party (Christian Democrats)
96686,14-07-2009,30-06-2014,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
1992,19-07-1994,19-07-1999,Group of the European People's Party (Christian-Democratic Group)
1992,20-07-1999,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
1992,14-07-2009,20-12-2011,Group of the European People's Party (Christian Democrats)
1992,02-07-2019,,Group of the European People's Party (Christian Democrats)
4491,20-07-1999,19-07-2004,Group of the Party of European Socialists
38601,06-06-2007,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
38601,14-07-2009,01-07-2019,Group of the European People's Party (Christian Democrats)
197789,02-07-2019,02-04-2023,Identity and Democracy Group
4409,20-07-1999,19-07-2004,Confederal Group of the European United Left/Nordic Green Left
709,19-11-1983,23-07-1984,Group of European Progressive Democrats
1787,17-07-1979,23-07-1984,Communist and Allies Group
1787,30-04-1986,24-07-1989,Communist and Allies Group
4415,20-07-1999,19-07-2004,Group of the Party of European Socialists
777,17-07-1979,23-07-1984,Group of the European People's Party (Christian-Democratic Group)
930,17-07-1979,31-12-1980,Liberal and Democratic Group
930,01-01-1981,23-07-1984,Group of the European People's Party (Christian-Democratic Group)
969,24-07-1984,18-07-1994,Group of the European People's Party (Christian-Democratic Group)
1917,19-07-1994,19-07-1999,Group of the European People's Party (Christian-Democratic Group)
1917,20-07-1999,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
1917,14-07-2009,,Group of the European People's Party (Christian Democrats)
2049,01-01-1995,10-11-1996,Group of the Party of European Socialists
124896,01-07-2014,01-07-2019,Group of the European People's Party (Christian Democrats)
197607,02-07-2019,,European Conservatives and Reformists Group
23850,22-04-2003,19-07-2004,Group of the European People's Party (Christian Democrats) and European Democrats
28414,20-07-2004,13-07-2009,Socialist Group in the European Parliament
239257,02-11-2022,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
2254,19-07-1994,04-07-1995,Forza Europa Group
2254,05-07-1995,15-12-1998,Group Union for Europe
2254,16-12-1998,19-07-1999,Group of the European People's Party (Christian-Democratic Group)
197437,02-07-2019,31-12-2023,Renew Europe Group
23815,18-04-2003,19-07-2004,Group of the European People's Party (Christian Democrats) and European Democrats
1432,24-07-1984,07-11-1989,Socialist Group
1432,19-07-1994,19-07-1999,Group of the Party of European Socialists
197426,02-07-2019,,Group of the European People's Party (Christian Democrats)
197826,02-07-2019,,Identity and Democracy Group
23761,23-04-2003,19-07-2004,Group of the Party of European Socialists
96680,14-07-2009,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96940,14-07-2009,01-07-2019,Group of the Alliance of Liberals and Democrats for Europe
1473,24-07-1984,19-07-1999,Group of the European People's Party (Christian-Democratic Group)
1473,20-07-1999,19-07-2004,Group of the European People's Party (Christian Democrats) and European Democrats
1473,20-07-2004,13-07-2009,Group of the Alliance of Liberals and Democrats for Europe
1473,01-07-2014,01-07-2019,Group of the Alliance of Liberals and Democrats for Europe
4413,20-07-1999,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
28152,20-07-2004,14-10-2006,Socialist Group in the European Parliament
918,17-07-1979,23-07-1984,Liberal and Democratic Group
4386,20-07-1999,19-07-2004,Group of the Greens/European Free Alliance
105192,16-11-2010,30-06-2014,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96746,14-07-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
4365,20-07-1999,30-01-2001,Union for Europe of the Nations Group
4365,31-01-2001,19-07-2004,Non-attached
111026,07-12-2011,30-06-2014,Non-attached Members
1065,25-07-1989,11-01-1993,Group for the European United Left
1065,12-01-1993,20-04-1993,Socialist Group
1065,21-04-1993,18-07-1994,Group of the Party of European Socialists
1065,11-11-1996,19-07-2004,Group of the Party of European Socialists
1065,20-07-2004,13-07-2009,Socialist Group in the European Parliament
96882,14-07-2009,08-11-2017,Group of the European People's Party (Christian Democrats)
97196,14-07-2009,11-06-2013,Europe of freedom and democracy Group
97196,12-06-2013,02-07-2013,Non-attached Members
97196,03-07-2013,30-06-2014,Group of the European People's Party (Christian Democrats)
197494,02-07-2019,,Renew Europe Group
1734,01-08-1988,06-02-1989,Group of the European Right
953,16-11-1989,19-07-1999,Group of the European People's Party (Christian-Democratic Group)
953,20-07-1999,19-07-2004,Group of the European People's Party (Christian Democrats) and European Democrats
4454,20-07-1999,05-10-2003,Group of the European People's Party (Christian Democrats) and European Democrats
1048,24-07-1984,24-07-1989,Rainbow Group
1048,25-07-1989,18-07-1994,Rainbow Group in the European Parliament
4295,20-07-1999,19-07-2004,Group of the Party of European Socialists
124943,01-07-2014,08-06-2017,European Conservatives and Reformists Group
4545,20-07-1999,19-07-2004,Group of the Party of European Socialists
4545,20-07-2004,13-07-2009,Socialist Group in the European Parliament
4545,14-07-2009,31-01-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96765,14-07-2009,01-07-2019,Group of the European People's Party (Christian Democrats)
1547,19-02-1987,13-09-1987,Liberal and Democratic Reformist Group
244571,03-05-2023,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
135491,25-11-2015,01-07-2019,Group of the Alliance of Liberals and Democrats for Europe
197658,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
1522,24-07-1984,24-07-1989,Group of the European People's Party (Christian-Democratic Group)
28263,20-07-2004,13-07-2009,Socialist Group in the European Parliament
96954,14-07-2009,26-02-2013,Europe of freedom and democracy Group
96954,27-02-2013,30-06-2014,European Conservatives and Reformists Group
4263,20-07-1999,31-07-2000,Group of the Party of European Socialists
948,16-11-1989,20-04-1993,Socialist Group
948,21-04-1993,18-07-1994,Group of the Party of European Socialists
96763,14-07-2009,17-11-2016,Group of the European People's Party (Christian Democrats)
125108,01-07-2014,18-12-2014,European Conservatives and Reformists Group
1581,16-02-1982,30-09-1983,Group of European Progressive Democrats
1581,24-07-1984,24-07-1989,Group of the European Democratic Alliance
928,17-07-1979,05-06-1980,Communist and Allies Group
194658,03-10-2018,01-07-2019,Group of the European People's Party (Christian Democrats)
28268,20-07-2004,13-07-2009,Group of the Alliance of Liberals and Democrats for Europe
1759,24-07-1984,20-06-1988,Group of the European People's Party (Christian-Democratic Group)
1759,19-07-1994,02-10-1997,Group of the European People's Party (Christian-Democratic Group)
1759,14-07-2009,22-06-2011,Group of the European People's Party (Christian Democrats)
4271,20-07-1999,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
4271,14-07-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
950,16-11-1982,23-07-1984,Non-attached
1379,24-07-1984,20-04-1993,Socialist Group
1379,21-04-1993,31-03-1998,Group of the Party of European Socialists
866,17-07-1979,23-07-1984,Communist and Allies Group
1399,24-07-1984,20-04-1993,Socialist Group
1399,21-04-1993,19-07-1999,Group of the Party of European Socialists
1845,11-03-1991,19-07-1999,Group of the European People's Party (Christian-Democratic Group)
1845,20-07-1999,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
1007,25-07-1989,11-05-1992,Non-attached
1007,19-07-1994,19-07-1999,Non-attached
1007,21-07-1999,21-07-1999,Non-attached
1007,22-07-1999,10-06-2001,Union for Europe of the Nations Group
28339,20-07-2004,13-07-2009,Confederal Group of the European United Left
197548,02-07-2019,12-12-2023,Group of the European People's Party (Christian Democrats)
1642,24-07-1984,24-07-1989,Rainbow Group
1287,25-07-1989,18-07-1994,Liberal and Democratic Reformist Group
1287,19-07-1994,19-07-2004,"Group of the European Liberal, Democrat and Reform Party"
28379,20-07-2004,13-07-2009,Socialist Group in the European Parliament
28379,14-07-2009,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
2284,18-09-1996,07-10-1998,Group of the European Radical Alliance
197690,02-07-2019,,Identity and Democracy Group
28842,20-07-2004,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
124987,01-07-2014,01-07-2019,Confederal Group of the European United Left
1659,17-07-1979,24-07-1989,Socialist Group
125025,01-07-2014,14-06-2015,Non-attached Members
125025,15-06-2015,01-07-2019,Europe of Nations and Freedom Group
125025,01-02-2020,23-10-2022,Identity and Democracy Group
125025,24-10-2022,,Non-attached Members
1230,24-07-1984,20-04-1993,Socialist Group
1230,21-04-1993,18-07-1994,Group of the Party of European Socialists
4459,20-07-1999,02-11-1999,Union for Europe of the Nations Group
197567,02-07-2019,,Renew Europe Group
4260,20-07-1999,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
4260,14-07-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
96890,14-07-2009,30-06-2014,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96729,14-07-2009,01-07-2019,Group of the European People's Party (Christian Democrats)
96652,14-07-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
1882,30-06-1993,18-07-1994,Group of the European People's Party (Christian-Democratic Group)
1882,10-05-1996,19-07-1999,Group of the European People's Party (Christian-Democratic Group)
1882,20-07-1999,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
34232,26-09-2005,13-07-2009,Socialist Group in the European Parliament
34232,14-07-2009,28-05-2013,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
187917,02-07-2019,17-12-2020,Group of the European United Left
187917,18-12-2020,,The Left group in the European Parliament
2103,19-07-1994,19-07-1999,Group of the European People's Party (Christian-Democratic Group)
1387,17-07-1979,30-04-1992,European Democratic Group
1387,01-05-1992,18-07-1994,Group of the European People's Party (Christian-Democratic Group)
34002,26-09-2005,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
96717,14-07-2009,30-06-2014,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
912,17-07-1979,23-07-1984,Group for the Technical Coordination and Defence of Independent Groups and Members
1636,17-07-1979,03-10-1987,Group of the European People's Party (Christian-Democratic Group)
28481,20-07-2004,11-12-2007,Group of the Alliance of Liberals and Democrats for Europe
28481,12-12-2007,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
28481,14-07-2009,01-07-2019,European Conservatives and Reformists Group
1801,24-07-1984,24-07-1989,Group of the European Right
124803,01-07-2014,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
1821,24-07-1984,24-07-1989,Socialist Group
96978,14-07-2009,25-03-2024,Group of the European People's Party (Christian Democrats)
819,07-03-1980,14-09-1981,Socialist Group
1430,31-01-1982,20-04-1993,Socialist Group
1430,21-04-1993,18-07-1994,Group of the Party of European Socialists
34003,26-09-2005,31-12-2006,Group of the Alliance of Liberals and Democrats for Europe
34003,10-12-2007,17-12-2007,Non-attached Members
34003,18-12-2007,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
2009,19-07-1994,09-07-1996,Group of the Party of European Socialists
2009,10-07-1996,17-09-1996,Non-attached
2009,18-09-1996,19-07-1999,Group of the European Radical Alliance
1072,25-07-1989,07-06-1992,Socialist Group
1072,08-06-1992,23-06-1993,Non-attached
1072,24-06-1993,18-07-1994,Group of the Party of European Socialists
2043,19-07-1994,19-07-1999,Group of the European Radical Alliance
2043,20-07-1999,02-10-2001,Technical Group of Independent Members
2043,03-10-2001,19-07-2004,Non-attached
86793,02-07-2019,,Group of the Greens/European Free Alliance
28388,20-07-2004,13-07-2009,Group of the Alliance of Liberals and Democrats for Europe
124996,01-07-2014,15-10-2014,Europe of Freedom and Direct Democracy Group
124996,16-10-2014,19-10-2014,Non-attached Members
124996,20-10-2014,02-07-2018,Europe of Freedom and Direct Democracy Group
124996,03-07-2018,,European Conservatives and Reformists Group
822,17-07-1979,23-07-1984,European Democratic Group
1180,25-07-1989,03-11-1989,Group of the European Democratic Alliance
197719,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
1151,25-07-1989,29-06-1993,Group of the European People's Party (Christian-Democratic Group)
96916,14-07-2009,30-06-2014,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
4742,21-07-1999,21-07-1999,Non-attached
4742,22-07-1999,19-07-2004,Union for Europe of the Nations Group
96880,14-07-2009,17-01-2023,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
96880,18-01-2023,,Non-attached Members
23823,18-04-2003,19-07-2004,Group of the European People's Party (Christian Democrats) and European Democrats
235,09-10-1990,20-04-1993,Socialist Group
235,21-04-1993,19-07-1999,Group of the Party of European Socialists
840,15-02-1982,23-07-1984,Liberal and Democratic Group
840,25-10-1994,06-08-1999,"Group of the European Liberal, Democrat and Reform Party"
840,14-07-2009,01-07-2019,Group of the Alliance of Liberals and Democrats for Europe
840,02-07-2019,,Renew Europe Group
112753,01-04-2012,30-06-2013,Group of the Alliance of Liberals and Democrats for Europe
112753,01-07-2014,01-07-2019,Group of the Alliance of Liberals and Democrats for Europe
2285,11-11-1996,19-07-2004,Group of the Party of European Socialists
2285,20-07-2004,10-01-2007,Socialist Group in the European Parliament
2285,11-12-2008,13-07-2009,Socialist Group in the European Parliament
1592,01-04-1988,24-07-1989,Group of the European People's Party (Christian-Democratic Group)
1592,04-12-1992,06-11-1993,Group of the European People's Party (Christian-Democratic Group)
2203,01-01-1995,10-11-1996,Non-attached
1091,25-07-1989,11-01-1993,Group for the European United Left
1091,12-01-1993,20-04-1993,Socialist Group
1091,21-04-1993,19-07-1999,Group of the Party of European Socialists
2226,19-07-1994,19-07-1999,Group of the European People's Party (Christian-Democratic Group)
2226,20-07-1999,19-07-2004,Group of the European People's Party (Christian Democrats) and European Democrats
2011,19-07-1994,04-07-1995,Group of the European Democratic Alliance
2011,05-07-1995,19-07-1999,Group Union for Europe
28112,20-07-2004,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
28112,14-07-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
1915,19-07-1994,20-12-1994,The Green Group in the European Parliament
1915,21-12-1994,05-01-1995,Confederal Group of the European United Left
1915,06-01-1995,14-01-1996,Confederal Group of the European United Left/Nordic Green Left
96704,14-07-2009,30-06-2014,European Conservatives and Reformists Group
1784,17-07-1979,24-07-1989,European Democratic Group
23715,17-04-2003,19-07-2004,Group of the Party of European Socialists
2170,19-07-1994,19-07-1999,Group of the Party of European Socialists
2249,19-07-1994,04-07-1995,Forza Europa Group
2249,05-07-1995,14-06-1998,Group Union for Europe
2249,15-06-1998,19-07-1999,Group of the European People's Party (Christian-Democratic Group)
28140,20-07-2004,13-07-2009,Socialist Group in the European Parliament
1965,19-07-1994,19-07-2004,"Group of the European Liberal, Democrat and Reform Party"
1965,20-07-2004,13-07-2009,Group of the Alliance of Liberals and Democrats for Europe
1965,22-06-2010,30-06-2014,Group of the Alliance of Liberals and Democrats for Europe
96796,14-07-2009,,European Conservatives and Reformists Group
96792,14-07-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
96758,14-07-2009,30-06-2014,Group of the Greens/European Free Alliance
88715,02-07-2019,17-12-2020,Group of the European United Left
88715,18-12-2020,,The Left group in the European Parliament
1345,06-07-1987,24-07-1989,Communist and Allies Group
1345,25-07-1989,11-01-1993,Group for the European United Left
1345,12-01-1993,18-07-1994,Non-attached
1345,19-07-1994,05-01-1995,Confederal Group of the European United Left
1345,06-01-1995,19-07-1999,Confederal Group of the European United Left/Nordic Green Left
96715,14-07-2009,01-07-2019,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
921,17-07-1979,23-07-1984,Socialist Group
1460,03-09-1984,18-07-1994,Group of the European People's Party (Christian-Democratic Group)
39319,01-10-2007,13-07-2009,Socialist Group in the European Parliament
39319,14-07-2009,30-06-2014,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
1015,25-07-1989,11-01-1993,Group for the European United Left
1015,12-01-1993,20-04-1993,Socialist Group
1015,21-04-1993,18-07-1994,Group of the Party of European Socialists
4460,20-07-1999,19-07-2004,"Group of the European Liberal, Democrat and Reform Party"
4460,15-11-2005,27-04-2006,Group of the Alliance of Liberals and Democrats for Europe
1743,01-01-1986,05-07-1987,European Democratic Group
1434,24-07-1984,12-12-1985,Liberal and Democratic Group
1434,13-12-1985,18-07-1994,Liberal and Democratic Reformist Group
1434,19-07-1994,19-07-1999,"Group of the European Liberal, Democrat and Reform Party"
28172,20-07-2004,13-07-2009,Socialist Group in the European Parliament
1687,24-07-1984,24-07-1989,European Democratic Group
97058,14-07-2009,01-07-2019,Group of the Alliance of Liberals and Democrats for Europe
97058,02-07-2019,,Renew Europe Group
197718,02-07-2019,,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament
247122,10-08-2023,,Renew Europe Group
4363,20-07-1999,19-07-2004,Union for Europe of the Nations Group
28309,20-07-2004,09-10-2007,Socialist Group in the European Parliament
4482,20-07-1999,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
4482,14-07-2009,30-06-2014,Group of the European People's Party (Christian Democrats)
28288,20-07-2004,13-07-2009,Group of the European People's Party (Christian Democrats) and European Democrats
28288,14-07-2009,,Group of the European People's Party (Christian Democrats)
2141,19-07-1994,04-07-1995,Forza Europa Group
2141,05-07-1995,19-07-1999,Group Union for Europe
682,17-07-1979,23-07-1984,Group of the European People's Party (Christian-Democratic Group)
682,14-06-1988,24-07-1989,Group of the European People's Party (Christian-Democratic Group)
197481,02-07-2019,22-05-2024,Identity and Democracy Group
197481,23-05-2024,,Non-attached Members
124701,01-07-2014,,Group of the European People's Party (Christian Democrats)
1962,19-07-1994,05-01-1999,Group of the European People's Party (Christian-Democratic Group)
1022,24-07-1984,24-07-1989,Group of the European Right
1022,25-07-1989,18-07-1994,Technical Group of the European Right
1022,19-07-1994,19-07-1999,Non-attached
