id,type,activity_id,activity_start_date,decision_method,had_decision_outcome,had_voter_abstention,had_voter_against,had_voter_favor,meeting_activity_id
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944539-RCV-2,Activity,MTG-PL-2024-04-10-VOT-ITM-944539-RCV-2,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944647-SPLIT-3,Activity,MTG-PL-2024-04-10-VOT-ITM-944647-SPLIT-3,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944647-RCV-5,Activity,MTG-PL-2024-04-10-VOT-ITM-944647-RCV-5,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944647-SPLIT-6,Activity,MTG-PL-2024-04-10-VOT-ITM-944647-SPLIT-6,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944647-SEPARATE-1,Activity,MTG-PL-2024-04-10-VOT-ITM-944647-SEPARATE-1,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944647-SPLIT-1,Activity,MTG-PL-2024-04-10-VOT-ITM-944647-SPLIT-1,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944647-SEPARATE-2,Activity,MTG-PL-2024-04-10-VOT-ITM-944647-SEPARATE-2,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944647-SPLIT-9,Activity,MTG-PL-2024-04-10-VOT-ITM-944647-SPLIT-9,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944647-SPLIT-7,Activity,MTG-PL-2024-04-10-VOT-ITM-944647-SPLIT-7,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944647-RCV-4,Activity,MTG-PL-2024-04-10-VOT-ITM-944647-RCV-4,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944647-SPLIT-4,Activity,MTG-PL-2024-04-10-VOT-ITM-944647-SPLIT-4,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944647-SPLIT-10,Activity,MTG-PL-2024-04-10-VOT-ITM-944647-SPLIT-10,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944647-SPLIT-5,Activity,MTG-PL-2024-04-10-VOT-ITM-944647-SPLIT-5,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944647-SPLIT-2,Activity,MTG-PL-2024-04-10-VOT-ITM-944647-SPLIT-2,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944647-RCV-2,Activity,MTG-PL-2024-04-10-VOT-ITM-944647-RCV-2,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944647-SPLIT-8,Activity,MTG-PL-2024-04-10-VOT-ITM-944647-SPLIT-8,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944647-SPLIT-11,Activity,MTG-PL-2024-04-10-VOT-ITM-944647-SPLIT-11,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944647-RCV-1,Activity,MTG-PL-2024-04-10-VOT-ITM-944647-RCV-1,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944426-RCV-3,Activity,MTG-PL-2024-04-10-VOT-ITM-944426-RCV-3,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944426-RCV-2,Activity,MTG-PL-2024-04-10-VOT-ITM-944426-RCV-2,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944647-RCV-3,Activity,MTG-PL-2024-04-10-VOT-ITM-944647-RCV-3,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944683-RCV-1,Activity,MTG-PL-2024-04-10-VOT-ITM-944683-RCV-1,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944653,Activity,MTG-PL-2024-04-11-VOT-ITM-944653,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944642,Activity,MTG-PL-2024-04-11-VOT-ITM-944642,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944662,Activity,MTG-PL-2024-04-11-VOT-ITM-944662,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943064,Activity,MTG-PL-2024-04-11-VOT-ITM-943064,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944417,Activity,MTG-PL-2024-04-11-VOT-ITM-944417,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943746,Activity,MTG-PL-2024-04-11-VOT-ITM-943746,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942509,Activity,MTG-PL-2024-04-11-VOT-ITM-942509,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944701,Activity,MTG-PL-2024-04-11-VOT-ITM-944701,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942511,Activity,MTG-PL-2024-04-11-VOT-ITM-942511,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944681,Activity,MTG-PL-2024-04-11-VOT-ITM-944681,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943067,Activity,MTG-PL-2024-04-11-VOT-ITM-943067,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942394,Activity,MTG-PL-2024-04-11-VOT-ITM-942394,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943371,Activity,MTG-PL-2024-04-11-VOT-ITM-943371,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-945276,Activity,MTG-PL-2024-04-11-VOT-ITM-945276,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944637,Activity,MTG-PL-2024-04-11-VOT-ITM-944637,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942397,Activity,MTG-PL-2024-04-11-VOT-ITM-942397,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943261,Activity,MTG-PL-2024-04-11-VOT-ITM-943261,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944656,Activity,MTG-PL-2024-04-11-VOT-ITM-944656,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942466,Activity,MTG-PL-2024-04-11-VOT-ITM-942466,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944669,Activity,MTG-PL-2024-04-11-VOT-ITM-944669,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944413,Activity,MTG-PL-2024-04-11-VOT-ITM-944413,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943065,Activity,MTG-PL-2024-04-11-VOT-ITM-943065,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944418,Activity,MTG-PL-2024-04-11-VOT-ITM-944418,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944420,Activity,MTG-PL-2024-04-11-VOT-ITM-944420,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944715,Activity,MTG-PL-2024-04-11-VOT-ITM-944715,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944514,Activity,MTG-PL-2024-04-11-VOT-ITM-944514,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943258,Activity,MTG-PL-2024-04-11-VOT-ITM-943258,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944663,Activity,MTG-PL-2024-04-11-VOT-ITM-944663,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943256,Activity,MTG-PL-2024-04-11-VOT-ITM-943256,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-945181,Activity,MTG-PL-2024-04-11-VOT-ITM-945181,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942512,Activity,MTG-PL-2024-04-11-VOT-ITM-942512,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944640,Activity,MTG-PL-2024-04-11-VOT-ITM-944640,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-945180,Activity,MTG-PL-2024-04-11-VOT-ITM-945180,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944673,Activity,MTG-PL-2024-04-11-VOT-ITM-944673,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942507,Activity,MTG-PL-2024-04-11-VOT-ITM-942507,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942398,Activity,MTG-PL-2024-04-11-VOT-ITM-942398,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943262,Activity,MTG-PL-2024-04-11-VOT-ITM-943262,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942467,Activity,MTG-PL-2024-04-11-VOT-ITM-942467,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944652,Activity,MTG-PL-2024-04-11-VOT-ITM-944652,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-945187,Activity,MTG-PL-2024-04-11-VOT-ITM-945187,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-945178,Activity,MTG-PL-2024-04-11-VOT-ITM-945178,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944666,Activity,MTG-PL-2024-04-11-VOT-ITM-944666,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944419,Activity,MTG-PL-2024-04-11-VOT-ITM-944419,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943069,Activity,MTG-PL-2024-04-11-VOT-ITM-943069,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944416,Activity,MTG-PL-2024-04-11-VOT-ITM-944416,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943745,Activity,MTG-PL-2024-04-11-VOT-ITM-943745,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944674,Activity,MTG-PL-2024-04-11-VOT-ITM-944674,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942389,Activity,MTG-PL-2024-04-11-VOT-ITM-942389,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943373,Activity,MTG-PL-2024-04-11-VOT-ITM-943373,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942387,Activity,MTG-PL-2024-04-11-VOT-ITM-942387,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943259,Activity,MTG-PL-2024-04-11-VOT-ITM-943259,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943066,Activity,MTG-PL-2024-04-11-VOT-ITM-943066,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944639,Activity,MTG-PL-2024-04-11-VOT-ITM-944639,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944643,Activity,MTG-PL-2024-04-11-VOT-ITM-944643,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944659,Activity,MTG-PL-2024-04-11-VOT-ITM-944659,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944661,Activity,MTG-PL-2024-04-11-VOT-ITM-944661,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942508,Activity,MTG-PL-2024-04-11-VOT-ITM-942508,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-945270,Activity,MTG-PL-2024-04-11-VOT-ITM-945270,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942468,Activity,MTG-PL-2024-04-11-VOT-ITM-942468,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942400,Activity,MTG-PL-2024-04-11-VOT-ITM-942400,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944636,Activity,MTG-PL-2024-04-11-VOT-ITM-944636,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942510,Activity,MTG-PL-2024-04-11-VOT-ITM-942510,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944415,Activity,MTG-PL-2024-04-11-VOT-ITM-944415,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944412,Activity,MTG-PL-2024-04-11-VOT-ITM-944412,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942396,Activity,MTG-PL-2024-04-11-VOT-ITM-942396,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943260,Activity,MTG-PL-2024-04-11-VOT-ITM-943260,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944674-RCV-1,Activity,MTG-PL-2024-04-11-VOT-ITM-944674-RCV-1,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944674-SPLIT-3,Activity,MTG-PL-2024-04-11-VOT-ITM-944674-SPLIT-3,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944674-SPLIT-1,Activity,MTG-PL-2024-04-11-VOT-ITM-944674-SPLIT-1,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944674-SPLIT-2,Activity,MTG-PL-2024-04-11-VOT-ITM-944674-SPLIT-2,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944669-RCV-1,Activity,MTG-PL-2024-04-11-VOT-ITM-944669-RCV-1,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943745-RCV-1,Activity,MTG-PL-2024-04-11-VOT-ITM-943745-RCV-1,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942389-SPLIT-1,Activity,MTG-PL-2024-04-11-VOT-ITM-942389-SPLIT-1,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944715-RCV-3,Activity,MTG-PL-2024-04-11-VOT-ITM-944715-RCV-3,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944715-RCV-4,Activity,MTG-PL-2024-04-11-VOT-ITM-944715-RCV-4,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944715-RCV-1,Activity,MTG-PL-2024-04-11-VOT-ITM-944715-RCV-1,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944715-SPLIT-1,Activity,MTG-PL-2024-04-11-VOT-ITM-944715-SPLIT-1,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944715-SPLIT-3,Activity,MTG-PL-2024-04-11-VOT-ITM-944715-SPLIT-3,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944715-SPLIT-4,Activity,MTG-PL-2024-04-11-VOT-ITM-944715-SPLIT-4,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944715-SPLIT-5,Activity,MTG-PL-2024-04-11-VOT-ITM-944715-SPLIT-5,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944715-SPLIT-2,Activity,MTG-PL-2024-04-11-VOT-ITM-944715-SPLIT-2,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944640-RCV-1,Activity,MTG-PL-2024-04-11-VOT-ITM-944640-RCV-1,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944681-RCV-1,Activity,MTG-PL-2024-04-11-VOT-ITM-944681-RCV-1,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943260-RCV-1,Activity,MTG-PL-2024-04-11-VOT-ITM-943260-RCV-1,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944514-RCV-1,Activity,MTG-PL-2024-04-11-VOT-ITM-944514-RCV-1,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-944514-SPLIT-1,Activity,MTG-PL-2024-04-11-VOT-ITM-944514-SPLIT-1,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942394-RCV-1,Activity,MTG-PL-2024-04-11-VOT-ITM-942394-RCV-1,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942508-RCV-1,Activity,MTG-PL-2024-04-11-VOT-ITM-942508-RCV-1,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943746-RCV-5,Activity,MTG-PL-2024-04-11-VOT-ITM-943746-RCV-5,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943746-RCV-4,Activity,MTG-PL-2024-04-11-VOT-ITM-943746-RCV-4,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943746-RCV-6,Activity,MTG-PL-2024-04-11-VOT-ITM-943746-RCV-6,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943746-SPLIT-3,Activity,MTG-PL-2024-04-11-VOT-ITM-943746-SPLIT-3,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943746-RCV-1,Activity,MTG-PL-2024-04-11-VOT-ITM-943746-RCV-1,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943746-SPLIT-1,Activity,MTG-PL-2024-04-11-VOT-ITM-943746-SPLIT-1,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943746-RCV-2,Activity,MTG-PL-2024-04-11-VOT-ITM-943746-RCV-2,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943746-SPLIT-4,Activity,MTG-PL-2024-04-11-VOT-ITM-943746-SPLIT-4,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943746-SPLIT-5,Activity,MTG-PL-2024-04-11-VOT-ITM-943746-SPLIT-5,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943746-SEPARATE-1,Activity,MTG-PL-2024-04-11-VOT-ITM-943746-SEPARATE-1,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943746-SPLIT-6,Activity,MTG-PL-2024-04-11-VOT-ITM-943746-SPLIT-6,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943746-SPLIT-7,Activity,MTG-PL-2024-04-11-VOT-ITM-943746-SPLIT-7,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943746-SPLIT-8,Activity,MTG-PL-2024-04-11-VOT-ITM-943746-SPLIT-8,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943746-SPLIT-9,Activity,MTG-PL-2024-04-11-VOT-ITM-943746-SPLIT-9,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943746-SPLIT-2,Activity,MTG-PL-2024-04-11-VOT-ITM-943746-SPLIT-2,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943746-SPLIT-10,Activity,MTG-PL-2024-04-11-VOT-ITM-943746-SPLIT-10,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-943746-RCV-3,Activity,MTG-PL-2024-04-11-VOT-ITM-943746-RCV-3,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942507-SPLIT-2,Activity,MTG-PL-2024-04-11-VOT-ITM-942507-SPLIT-2,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942507-SPLIT-3,Activity,MTG-PL-2024-04-11-VOT-ITM-942507-SPLIT-3,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942507-SPLIT-4,Activity,MTG-PL-2024-04-11-VOT-ITM-942507-SPLIT-4,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942507-SPLIT-5,Activity,MTG-PL-2024-04-11-VOT-ITM-942507-SPLIT-5,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942507-SPLIT-1,Activity,MTG-PL-2024-04-11-VOT-ITM-942507-SPLIT-1,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942507-RCV-1,Activity,MTG-PL-2024-04-11-VOT-ITM-942507-RCV-1,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942509-RCV-5,Activity,MTG-PL-2024-04-11-VOT-ITM-942509-RCV-5,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942509-RCV-2,Activity,MTG-PL-2024-04-11-VOT-ITM-942509-RCV-2,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942509-RCV-6,Activity,MTG-PL-2024-04-11-VOT-ITM-942509-RCV-6,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942509-SPLIT-5,Activity,MTG-PL-2024-04-11-VOT-ITM-942509-SPLIT-5,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942509-SPLIT-6,Activity,MTG-PL-2024-04-11-VOT-ITM-942509-SPLIT-6,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942509-SPLIT-13,Activity,MTG-PL-2024-04-11-VOT-ITM-942509-SPLIT-13,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942509-SEPARATE-1,Activity,MTG-PL-2024-04-11-VOT-ITM-942509-SEPARATE-1,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942509-RCV-1,Activity,MTG-PL-2024-04-11-VOT-ITM-942509-RCV-1,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942509-SEPARATE-2,Activity,MTG-PL-2024-04-11-VOT-ITM-942509-SEPARATE-2,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942509-SPLIT-7,Activity,MTG-PL-2024-04-11-VOT-ITM-942509-SPLIT-7,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942509-SPLIT-8,Activity,MTG-PL-2024-04-11-VOT-ITM-942509-SPLIT-8,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942509-SPLIT-9,Activity,MTG-PL-2024-04-11-VOT-ITM-942509-SPLIT-9,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942509-SPLIT-4,Activity,MTG-PL-2024-04-11-VOT-ITM-942509-SPLIT-4,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942509-SPLIT-1,Activity,MTG-PL-2024-04-11-VOT-ITM-942509-SPLIT-1,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942509-RCV-3,Activity,MTG-PL-2024-04-11-VOT-ITM-942509-RCV-3,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942509-SPLIT-3,Activity,MTG-PL-2024-04-11-VOT-ITM-942509-SPLIT-3,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942509-SPLIT-10,Activity,MTG-PL-2024-04-11-VOT-ITM-942509-SPLIT-10,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942509-SPLIT-11,Activity,MTG-PL-2024-04-11-VOT-ITM-942509-SPLIT-11,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942509-SPLIT-2,Activity,MTG-PL-2024-04-11-VOT-ITM-942509-SPLIT-2,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942509-SPLIT-12,Activity,MTG-PL-2024-04-11-VOT-ITM-942509-SPLIT-12,,,,,,,MTG-PL-2024-04-11
eli/dl/event/MTG-PL-2024-04-11-VOT-ITM-942387-RCV-1,Activity,MTG-PL-2024-04-11-VOT-ITM-942387-RCV-1,,,,,,,MTG-PL-2024-04-11
