id,type,activity_id,activity_start_date,decision_method,had_decision_outcome,had_voter_abstention,had_voter_against,had_voter_favor,meeting_activity_id
eli/dl/event/MTG-PL-2024-03-13-VOT-ITM-941746-RCV-4,Activity,MTG-PL-2024-03-13-VOT-ITM-941746-RCV-4,,,,,,,MTG-PL-2024-03-13
eli/dl/event/MTG-PL-2024-03-13-VOT-ITM-941746-SEPARATE-1,Activity,MTG-PL-2024-03-13-VOT-ITM-941746-SEPARATE-1,,,,,,,MTG-PL-2024-03-13
eli/dl/event/MTG-PL-2024-03-13-VOT-ITM-941746-RCV-5,Activity,MTG-PL-2024-03-13-VOT-ITM-941746-RCV-5,,,,,,,MTG-PL-2024-03-13
eli/dl/event/MTG-PL-2024-03-13-VOT-ITM-941746-RCV-1,Activity,MTG-PL-2024-03-13-VOT-ITM-941746-RCV-1,,,,,,,MTG-PL-2024-03-13
eli/dl/event/MTG-PL-2024-03-13-VOT-ITM-941746-SPLIT-1,Activity,MTG-PL-2024-03-13-VOT-ITM-941746-SPLIT-1,,,,,,,MTG-PL-2024-03-13
eli/dl/event/MTG-PL-2024-03-13-VOT-ITM-941726-RCV-3,Activity,MTG-PL-2024-03-13-VOT-ITM-941726-RCV-3,,,,,,,MTG-PL-2024-03-13
eli/dl/event/MTG-PL-2024-03-13-VOT-ITM-942382-SPLIT-1,Activity,MTG-PL-2024-03-13-VOT-ITM-942382-SPLIT-1,,,,,,,MTG-PL-2024-03-13
eli/dl/event/MTG-PL-2024-03-13-VOT-ITM-942382-RCV-4,Activity,MTG-PL-2024-03-13-VOT-ITM-942382-RCV-4,,,,,,,MTG-PL-2024-03-13
eli/dl/event/MTG-PL-2024-03-13-VOT-ITM-942382-SPLIT-2,Activity,MTG-PL-2024-03-13-VOT-ITM-942382-SPLIT-2,,,,,,,MTG-PL-2024-03-13
eli/dl/event/MTG-PL-2024-03-13-VOT-ITM-942382-RCV-3,Activity,MTG-PL-2024-03-13-VOT-ITM-942382-RCV-3,,,,,,,MTG-PL-2024-03-13
eli/dl/event/MTG-PL-2024-03-13-VOT-ITM-942382-SPLIT-3,Activity,MTG-PL-2024-03-13-VOT-ITM-942382-SPLIT-3,,,,,,,MTG-PL-2024-03-13
eli/dl/event/MTG-PL-2024-03-13-VOT-ITM-942382-RCV-1,Activity,MTG-PL-2024-03-13-VOT-ITM-942382-RCV-1,,,,,,,MTG-PL-2024-03-13
eli/dl/event/MTG-PL-2024-03-13-VOT-ITM-942380-RCV-3,Activity,MTG-PL-2024-03-13-VOT-ITM-942380-RCV-3,,,,,,,MTG-PL-2024-03-13
eli/dl/event/MTG-PL-2024-03-13-VOT-ITM-942380-RCV-2,Activity,MTG-PL-2024-03-13-VOT-ITM-942380-RCV-2,,,,,,,MTG-PL-2024-03-13
eli/dl/event/MTG-PL-2024-03-13-VOT-ITM-942380-RCV-5,Activity,MTG-PL-2024-03-13-VOT-ITM-942380-RCV-5,,,,,,,MTG-PL-2024-03-13
eli/dl/event/MTG-PL-2024-03-13-VOT-ITM-942380-RCV-1,Activity,MTG-PL-2024-03-13-VOT-ITM-942380-RCV-1,,,,,,,MTG-PL-2024-03-13
eli/dl/event/MTG-PL-2024-03-13-VOT-ITM-942380-RCV-4,Activity,MTG-PL-2024-03-13-VOT-ITM-942380-RCV-4,,,,,,,MTG-PL-2024-03-13
eli/dl/event/MTG-PL-2024-03-13-VOT-ITM-941746-RCV-3,Activity,MTG-PL-2024-03-13-VOT-ITM-941746-RCV-3,,,,,,,MTG-PL-2024-03-13
eli/dl/event/MTG-PL-2024-03-13-VOT-ITM-941758-SPLIT-1,Activity,MTG-PL-2024-03-13-VOT-ITM-941758-SPLIT-1,,,,,,,MTG-PL-2024-03-13
eli/dl/event/MTG-PL-2024-03-13-VOT-ITM-941834-RCV-4,Activity,MTG-PL-2024-03-13-VOT-ITM-941834-RCV-4,,,,,,,MTG-PL-2024-03-13
eli/dl/event/MTG-PL-2024-03-13-VOT-ITM-942382-RCV-2,Activity,MTG-PL-2024-03-13-VOT-ITM-942382-RCV-2,,,,,,,MTG-PL-2024-03-13
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-941732,Activity,MTG-PL-2024-03-14-VOT-ITM-941732,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-941853,Activity,MTG-PL-2024-03-14-VOT-ITM-941853,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-941900,Activity,MTG-PL-2024-03-14-VOT-ITM-941900,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-942471,Activity,MTG-PL-2024-03-14-VOT-ITM-942471,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-942473,Activity,MTG-PL-2024-03-14-VOT-ITM-942473,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-942297,Activity,MTG-PL-2024-03-14-VOT-ITM-942297,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-941966,Activity,MTG-PL-2024-03-14-VOT-ITM-941966,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-941739,Activity,MTG-PL-2024-03-14-VOT-ITM-941739,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-942311,Activity,MTG-PL-2024-03-14-VOT-ITM-942311,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-942310,Activity,MTG-PL-2024-03-14-VOT-ITM-942310,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-942408,Activity,MTG-PL-2024-03-14-VOT-ITM-942408,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-941897,Activity,MTG-PL-2024-03-14-VOT-ITM-941897,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-941987,Activity,MTG-PL-2024-03-14-VOT-ITM-941987,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-941736,Activity,MTG-PL-2024-03-14-VOT-ITM-941736,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-941848,Activity,MTG-PL-2024-03-14-VOT-ITM-941848,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-942474,Activity,MTG-PL-2024-03-14-VOT-ITM-942474,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-941854,Activity,MTG-PL-2024-03-14-VOT-ITM-941854,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-941966-RCV-2,Activity,MTG-PL-2024-03-14-VOT-ITM-941966-RCV-2,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-941966-RCV-1,Activity,MTG-PL-2024-03-14-VOT-ITM-941966-RCV-1,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-942473-RCV-1,Activity,MTG-PL-2024-03-14-VOT-ITM-942473-RCV-1,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-942297-SPLIT-1,Activity,MTG-PL-2024-03-14-VOT-ITM-942297-SPLIT-1,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-942297-SPLIT-2,Activity,MTG-PL-2024-03-14-VOT-ITM-942297-SPLIT-2,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-942297-RCV-1,Activity,MTG-PL-2024-03-14-VOT-ITM-942297-RCV-1,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-942297-SPLIT-3,Activity,MTG-PL-2024-03-14-VOT-ITM-942297-SPLIT-3,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-942311-RCV-1,Activity,MTG-PL-2024-03-14-VOT-ITM-942311-RCV-1,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-942311-SPLIT-1,Activity,MTG-PL-2024-03-14-VOT-ITM-942311-SPLIT-1,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-942311-SPLIT-2,Activity,MTG-PL-2024-03-14-VOT-ITM-942311-SPLIT-2,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-942311-SPLIT-3,Activity,MTG-PL-2024-03-14-VOT-ITM-942311-SPLIT-3,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-942474-SPLIT-1,Activity,MTG-PL-2024-03-14-VOT-ITM-942474-SPLIT-1,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-942474-RCV-3,Activity,MTG-PL-2024-03-14-VOT-ITM-942474-RCV-3,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-942474-RCV-2,Activity,MTG-PL-2024-03-14-VOT-ITM-942474-RCV-2,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-942310-RCV-2,Activity,MTG-PL-2024-03-14-VOT-ITM-942310-RCV-2,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-942310-RCV-3,Activity,MTG-PL-2024-03-14-VOT-ITM-942310-RCV-3,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-942310-RCV-4,Activity,MTG-PL-2024-03-14-VOT-ITM-942310-RCV-4,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-942310-SPLIT-3,Activity,MTG-PL-2024-03-14-VOT-ITM-942310-SPLIT-3,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-942310-RCV-1,Activity,MTG-PL-2024-03-14-VOT-ITM-942310-RCV-1,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-942310-SPLIT-2,Activity,MTG-PL-2024-03-14-VOT-ITM-942310-SPLIT-2,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-942310-SPLIT-1,Activity,MTG-PL-2024-03-14-VOT-ITM-942310-SPLIT-1,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-941966-RCV-3,Activity,MTG-PL-2024-03-14-VOT-ITM-941966-RCV-3,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-942297-RCV-2,Activity,MTG-PL-2024-03-14-VOT-ITM-942297-RCV-2,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-942408-RCV-1,Activity,MTG-PL-2024-03-14-VOT-ITM-942408-RCV-1,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-03-14-VOT-ITM-942474-RCV-1,Activity,MTG-PL-2024-03-14-VOT-ITM-942474-RCV-1,,,,,,,MTG-PL-2024-03-14
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944694,Activity,MTG-PL-2024-04-10-VOT-ITM-944694,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944626,Activity,MTG-PL-2024-04-10-VOT-ITM-944626,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944647,Activity,MTG-PL-2024-04-10-VOT-ITM-944647,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944424,Activity,MTG-PL-2024-04-10-VOT-ITM-944424,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944516,Activity,MTG-PL-2024-04-10-VOT-ITM-944516,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-943767,Activity,MTG-PL-2024-04-10-VOT-ITM-943767,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944683,Activity,MTG-PL-2024-04-10-VOT-ITM-944683,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-945155,Activity,MTG-PL-2024-04-10-VOT-ITM-945155,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944769,Activity,MTG-PL-2024-04-10-VOT-ITM-944769,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944533,Activity,MTG-PL-2024-04-10-VOT-ITM-944533,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944631,Activity,MTG-PL-2024-04-10-VOT-ITM-944631,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-000004,Activity,MTG-PL-2024-04-10-VOT-ITM-000004,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944696,Activity,MTG-PL-2024-04-10-VOT-ITM-944696,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944677,Activity,MTG-PL-2024-04-10-VOT-ITM-944677,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944702,Activity,MTG-PL-2024-04-10-VOT-ITM-944702,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944773,Activity,MTG-PL-2024-04-10-VOT-ITM-944773,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944780,Activity,MTG-PL-2024-04-10-VOT-ITM-944780,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944785,Activity,MTG-PL-2024-04-10-VOT-ITM-944785,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-943870,Activity,MTG-PL-2024-04-10-VOT-ITM-943870,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944531,Activity,MTG-PL-2024-04-10-VOT-ITM-944531,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-000002,Activity,MTG-PL-2024-04-10-VOT-ITM-000002,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944668,Activity,MTG-PL-2024-04-10-VOT-ITM-944668,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-000007,Activity,MTG-PL-2024-04-10-VOT-ITM-000007,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944783,Activity,MTG-PL-2024-04-10-VOT-ITM-944783,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944541,Activity,MTG-PL-2024-04-10-VOT-ITM-944541,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944685,Activity,MTG-PL-2024-04-10-VOT-ITM-944685,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944654,Activity,MTG-PL-2024-04-10-VOT-ITM-944654,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944558,Activity,MTG-PL-2024-04-10-VOT-ITM-944558,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944777,Activity,MTG-PL-2024-04-10-VOT-ITM-944777,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944709,Activity,MTG-PL-2024-04-10-VOT-ITM-944709,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944633,Activity,MTG-PL-2024-04-10-VOT-ITM-944633,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-000006,Activity,MTG-PL-2024-04-10-VOT-ITM-000006,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944519,Activity,MTG-PL-2024-04-10-VOT-ITM-944519,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944713,Activity,MTG-PL-2024-04-10-VOT-ITM-944713,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944787,Activity,MTG-PL-2024-04-10-VOT-ITM-944787,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-943776,Activity,MTG-PL-2024-04-10-VOT-ITM-943776,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-000003,Activity,MTG-PL-2024-04-10-VOT-ITM-000003,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944624,Activity,MTG-PL-2024-04-10-VOT-ITM-944624,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944658,Activity,MTG-PL-2024-04-10-VOT-ITM-944658,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944422,Activity,MTG-PL-2024-04-10-VOT-ITM-944422,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944508,Activity,MTG-PL-2024-04-10-VOT-ITM-944508,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-000001,Activity,MTG-PL-2024-04-10-VOT-ITM-000001,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944622,Activity,MTG-PL-2024-04-10-VOT-ITM-944622,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944539,Activity,MTG-PL-2024-04-10-VOT-ITM-944539,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944795,Activity,MTG-PL-2024-04-10-VOT-ITM-944795,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-943747,Activity,MTG-PL-2024-04-10-VOT-ITM-943747,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944506,Activity,MTG-PL-2024-04-10-VOT-ITM-944506,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944503,Activity,MTG-PL-2024-04-10-VOT-ITM-944503,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944665,Activity,MTG-PL-2024-04-10-VOT-ITM-944665,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944699,Activity,MTG-PL-2024-04-10-VOT-ITM-944699,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944691,Activity,MTG-PL-2024-04-10-VOT-ITM-944691,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944628,Activity,MTG-PL-2024-04-10-VOT-ITM-944628,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944771,Activity,MTG-PL-2024-04-10-VOT-ITM-944771,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944426,Activity,MTG-PL-2024-04-10-VOT-ITM-944426,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-000005,Activity,MTG-PL-2024-04-10-VOT-ITM-000005,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944668-RCV-1,Activity,MTG-PL-2024-04-10-VOT-ITM-944668-RCV-1,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944691-RCV-1,Activity,MTG-PL-2024-04-10-VOT-ITM-944691-RCV-1,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944631-RCV-1,Activity,MTG-PL-2024-04-10-VOT-ITM-944631-RCV-1,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944694-RCV-1,Activity,MTG-PL-2024-04-10-VOT-ITM-944694-RCV-1,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-943870-RCV-1,Activity,MTG-PL-2024-04-10-VOT-ITM-943870-RCV-1,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944769-RCV-1,Activity,MTG-PL-2024-04-10-VOT-ITM-944769-RCV-1,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944531-RCV-1,Activity,MTG-PL-2024-04-10-VOT-ITM-944531-RCV-1,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944531-SPLIT-1,Activity,MTG-PL-2024-04-10-VOT-ITM-944531-SPLIT-1,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944531-RCV-2,Activity,MTG-PL-2024-04-10-VOT-ITM-944531-RCV-2,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944424-RCV-1,Activity,MTG-PL-2024-04-10-VOT-ITM-944424-RCV-1,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944533-SEPARATE-1,Activity,MTG-PL-2024-04-10-VOT-ITM-944533-SEPARATE-1,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944533-SPLIT-1,Activity,MTG-PL-2024-04-10-VOT-ITM-944533-SPLIT-1,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944533-SPLIT-2,Activity,MTG-PL-2024-04-10-VOT-ITM-944533-SPLIT-2,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944533-SPLIT-3,Activity,MTG-PL-2024-04-10-VOT-ITM-944533-SPLIT-3,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944533-SPLIT-4,Activity,MTG-PL-2024-04-10-VOT-ITM-944533-SPLIT-4,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944533-SPLIT-5,Activity,MTG-PL-2024-04-10-VOT-ITM-944533-SPLIT-5,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944533-RCV-2,Activity,MTG-PL-2024-04-10-VOT-ITM-944533-RCV-2,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944533-RCV-1,Activity,MTG-PL-2024-04-10-VOT-ITM-944533-RCV-1,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944426-RCV-1,Activity,MTG-PL-2024-04-10-VOT-ITM-944426-RCV-1,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-943747-SEPARATE-2,Activity,MTG-PL-2024-04-10-VOT-ITM-943747-SEPARATE-2,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-943747-SEPARATE-1,Activity,MTG-PL-2024-04-10-VOT-ITM-943747-SEPARATE-1,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-943747-RCV-4,Activity,MTG-PL-2024-04-10-VOT-ITM-943747-RCV-4,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-943747-RCV-2,Activity,MTG-PL-2024-04-10-VOT-ITM-943747-RCV-2,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-943747-SPLIT-1,Activity,MTG-PL-2024-04-10-VOT-ITM-943747-SPLIT-1,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-943747-SPLIT-2,Activity,MTG-PL-2024-04-10-VOT-ITM-943747-SPLIT-2,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-943747-SPLIT-5,Activity,MTG-PL-2024-04-10-VOT-ITM-943747-SPLIT-5,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-943747-SPLIT-6,Activity,MTG-PL-2024-04-10-VOT-ITM-943747-SPLIT-6,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-943747-SPLIT-3,Activity,MTG-PL-2024-04-10-VOT-ITM-943747-SPLIT-3,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-943747-SPLIT-4,Activity,MTG-PL-2024-04-10-VOT-ITM-943747-SPLIT-4,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-943747-RCV-1,Activity,MTG-PL-2024-04-10-VOT-ITM-943747-RCV-1,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-943747-RCV-3,Activity,MTG-PL-2024-04-10-VOT-ITM-943747-RCV-3,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944541-SEPARATE-1,Activity,MTG-PL-2024-04-10-VOT-ITM-944541-SEPARATE-1,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944539-SEPARATE-2,Activity,MTG-PL-2024-04-10-VOT-ITM-944539-SEPARATE-2,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944539-RCV-3,Activity,MTG-PL-2024-04-10-VOT-ITM-944539-RCV-3,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944539-RCV-1,Activity,MTG-PL-2024-04-10-VOT-ITM-944539-RCV-1,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944539-SEPARATE-1,Activity,MTG-PL-2024-04-10-VOT-ITM-944539-SEPARATE-1,,,,,,,MTG-PL-2024-04-10
eli/dl/event/MTG-PL-2024-04-10-VOT-ITM-944539-SPLIT-1,Activity,MTG-PL-2024-04-10-VOT-ITM-944539-SPLIT-1,,,,,,,MTG-PL-2024-04-10
